City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,cangzhou,38.3167,116.8667,80.62,28,77,10.78,CN,1685673517
277,whakatane,-37.9585,176.9854,64.51,87,93,4.0,NZ,1685673518
278,uturoa,-16.7333,-151.4333,76.48,64,6,10.83,PF,1685673518
279,keflavik,64.0049,-22.5624,49.86,100,100,10.36,IS,1685673518
280,axim,4.8699,-2.2405,76.37,87,94,3.38,GH,1685673518
281,kenai,60.5544,-151.2583,55.49,51,100,19.57,US,1685673524
282,nova vicosa,-17.8919,-39.3719,72.93,89,26,1.43,BR,1685673524
283,yurty,56.0498,97.6348,71.24,35,62,7.65,RU,1685673524
284,opuwo,-18.0607,13.84,58.06,48,0,2.98,NA,1685673525
285,nuku'alofa,-21.1333,-175.2,77.34,65,20,11.5,TO,1685673525
286,uacu cungo,-11.3634,15.1208,61.27,83,28,2.15,AO,1685673525
287,lobito,-12.3481,13.5456,69.3,87,1,3.38,AO,1685673525
288,mount gambier,-37.8333,140.7667,58.55,57,51,6.33,AU,1685673526
289,berdigestyakh,62.0989,126.6992,65.95,34,29,7.94,RU,1685673526
290,hilo,19.7297,-155.09,74.62,96,100,1.99,US,1685673526
291,konarka,19.9,86.1167,88.2,58,88,5.61,IN,1685673527
292,al hufuf,25.3646,49.5653,84.54,26,0,9.22,SA,1685673504
293,acapulco de juarez,16.8634,-99.8901,84.02,70,20,9.22,MX,1685673527
294,betong,5.7743,101.0723,87.8,59,74,2.21,TH,1685673527
295,taoudenni,22.6783,-3.9836,83.01,10,100,10.4,ML,1685673528
296,akureyri,65.6835,-18.0878,57.13,67,75,12.66,IS,1685673528
297,waingapu,-9.6567,120.2641,82.33,60,100,13.11,ID,1685673528
298,tralee,52.2704,-9.7026,51.42,93,7,4.81,IE,1685673528
299,priozersk,61.0393,30.1291,41.11,95,2,5.57,RU,1685673529
300,lishui,28.4604,119.9103,87.4,61,37,5.46,CN,1685673529
301,teruel,40.6667,-0.6667,46.94,77,56,2.15,ES,1685673529
302,westport,41.1415,-73.3579,69.03,83,0,5.75,US,1685673433
303,kapa'a,22.0752,-159.319,80.58,83,75,11.5,US,1685673530
304,yreka,41.7354,-122.6345,69.98,29,0,13.8,US,1685673530
305,dunedin,-45.8742,170.5036,51.21,59,8,18.32,NZ,1685673530
306,tosontsengel,48.7567,98.2839,47.37,64,100,8.41,MN,1685673531
307,kolonia town,6.964,158.206,84.31,79,100,3.44,FM,1685673531
308,touros,-5.1989,-35.4608,76.21,91,57,8.66,BR,1685673531
309,namibe,-15.1961,12.1522,65.84,71,0,10.8,AO,1685673532
310,nong bua,15.8646,100.5858,93.88,48,33,1.83,TH,1685673533
311,colonia,50.9333,6.95,52.83,71,100,5.75,DE,1685673309
312,bismarck,46.8083,-100.7837,74.26,64,0,6.91,US,1685673300
313,ulladulla,-35.35,150.4667,65.77,65,82,4.52,AU,1685673534
314,kalmunai,7.4167,81.8167,84.69,72,90,5.26,LK,1685673534
315,weno,7.4515,151.8468,85.95,89,100,11.5,FM,1685673534
316,nikolayevka,53.1257,47.2041,57.52,84,100,5.23,RU,1685673534
317,ma'rib,15.4591,45.3253,81.59,26,42,9.8,YE,1685673535
318,le vauclin,14.5452,-60.8388,81.84,83,20,10.36,MQ,1685673535
319,ciudad sabinas hidalgo,26.5,-100.1667,80.15,75,86,6.96,MX,1685673535
320,kostomuksha,64.571,30.5767,36.41,74,6,6.02,RU,1685673536
321,gadzhiyevo,69.2551,33.3362,38.16,75,100,17.13,RU,1685673536
322,shiyan,32.6475,110.7781,71.46,69,100,3.33,CN,1685673371
323,khilok,51.3674,110.4676,64.04,32,66,6.64,RU,1685673536
324,lompoc,34.6391,-120.4579,61.79,78,100,11.5,US,1685673537
325,labrador city,52.9463,-66.9114,44.51,70,75,11.5,CA,1685673537
326,mil'kovo,55.6078,37.7956,52.52,74,11,2.51,RU,1685673537
327,kavaratti,10.5669,72.642,84.0,75,99,11.74,IN,1685673538
328,kralendijk,12.15,-68.2667,82.38,83,29,19.57,BQ,1685673538
329,shahin dezh,36.6793,46.5669,62.33,35,32,3.36,IR,1685673538
330,floro,61.5996,5.0328,42.87,70,23,6.91,NO,1685673538
331,beberibe,-4.1797,-38.1306,77.38,88,31,8.81,BR,1685673539
332,tamalpais valley,37.8796,-122.5458,64.78,77,0,11.01,US,1685673539
333,coquimbo,-29.9533,-71.3436,58.73,88,100,3.44,CL,1685673384
334,pervomayskoye,43.919,46.7102,67.46,69,1,4.21,RU,1685673539
335,birjand,32.8663,59.2211,66.67,11,0,6.91,IR,1685673540
336,pagar alam,-4.0167,103.2667,82.31,61,53,3.76,ID,1685673540
337,loiza,18.4313,-65.8802,83.07,82,20,9.22,PR,1685673540
338,tamandare,-8.7597,-35.1047,76.73,86,12,5.46,BR,1685673540
339,stephenville,32.2207,-98.2023,78.93,64,0,8.05,US,1685673538
340,sake,-1.5736,29.045,61.14,93,55,0.67,CD,1685673541
341,el fahs,36.3742,9.9065,62.44,85,34,2.82,TN,1685673541
342,emmett,43.8735,-116.4993,80.49,26,26,5.21,US,1685673281
343,fortuna,40.5982,-124.1573,57.54,76,40,14.97,US,1685673542
344,tres palos,18.1833,-101.6167,75.25,71,0,3.91,MX,1685673542
345,kerikeri,-35.2268,173.9474,63.03,81,88,8.81,NZ,1685673543
346,ad dabbah,18.05,30.95,88.3,10,3,4.88,SD,1685673543
347,shima,24.4478,117.8111,89.62,65,42,0.98,CN,1685673511
348,smara,26.7384,-11.6719,67.53,72,0,9.22,EH,1685673544
349,port blair,11.6667,92.75,84.24,79,40,8.05,IN,1685673544
350,dalandzadgad,43.5708,104.425,58.87,43,18,9.15,MN,1685673545
351,juticalpa,14.65,-86.2,87.94,91,94,2.95,HN,1685673545
352,nadi,-17.8,177.4167,84.2,74,75,12.66,FJ,1685673365
353,panevezys,55.7333,24.35,38.62,95,100,9.57,LT,1685673546
354,buarcos,40.166,-8.8768,61.66,94,84,2.04,PT,1685673546
355,tofol,5.3248,163.0078,89.38,70,75,3.44,FM,1685673546
356,markovo,57.3206,107.0881,69.28,31,61,6.24,RU,1685673547
357,zuenoula,7.4292,-6.0431,73.71,96,100,3.78,CI,1685673547
358,bamusso,4.4591,8.9027,77.11,91,100,0.69,CM,1685673547
359,canals,38.9625,-0.5844,62.76,88,84,1.01,ES,1685673547
360,brookings,44.3114,-96.7984,73.4,68,0,5.75,US,1685673548
361,panaba,21.2833,-88.2667,76.41,85,1,6.15,MX,1685673548
362,timbuktu,16.7735,-3.0074,88.63,17,99,6.8,ML,1685673548
363,kitimat,54.0524,-128.6534,62.98,64,100,3.0,CA,1685673549
364,cajabamba,-7.6167,-78.05,51.58,78,90,4.63,PE,1685673554
365,diego martin,10.7005,-61.5342,76.28,84,10,5.79,TT,1685673554
366,mushie,-3.0167,16.9,73.83,84,86,3.24,CD,1685673555
367,yurgamysh,55.3714,64.4656,77.25,47,79,3.91,RU,1685673555
368,tura,25.5198,90.2201,88.27,51,2,8.1,IN,1685673556
369,erumaippatti,11.1667,78.2833,83.32,67,96,7.76,IN,1685673557
370,coronel dorrego,-38.7187,-61.2873,54.55,66,84,12.91,AR,1685673558
371,prince rupert,54.3161,-130.3201,55.09,73,100,5.75,CA,1685673558
372,nizhnyaya tavda,57.6731,66.1725,71.94,61,35,5.1,RU,1685673558
373,santa marta,11.2408,-74.199,78.85,89,40,11.5,CO,1685673558
374,remire-montjoly,4.9167,-52.2667,75.24,100,0,0.0,GF,1685673559
375,darwin,-12.4611,130.8418,86.9,58,40,10.36,AU,1685673305
376,tottori,35.5,134.2333,71.67,94,75,3.44,JP,1685673476
377,puerto leguizamo,-0.1934,-74.7819,71.91,99,100,3.51,CO,1685673560
378,cidreira,-30.1811,-50.2056,63.12,82,0,5.77,BR,1685673560
379,baruun-urt,46.6806,113.2792,63.32,29,46,13.6,MN,1685673560
380,mccook,40.2019,-100.6257,71.65,64,0,8.05,US,1685673560
381,nikolayevsk,50.0282,45.4595,56.61,92,100,13.96,RU,1685673561
382,yaren,-0.5472,166.916,85.51,69,69,9.69,NR,1685673561
383,novomykolayivka,47.9781,35.9102,56.43,71,10,2.44,UA,1685673561
384,lakhipur,26.0299,90.3041,93.9,40,3,4.7,IN,1685673562
385,cuyo,10.8525,121.0086,84.15,78,100,14.74,PH,1685673562
386,alvaraes,-3.2208,-64.8042,73.24,97,91,1.23,BR,1685673562
387,dalai,45.5,124.3,74.23,25,3,11.34,CN,1685673563
388,an nuhud,12.7,28.4333,79.48,62,54,6.55,SD,1685673563
389,qarqaraly,49.4058,75.4742,65.93,33,0,14.99,KZ,1685673563
390,shingu,33.7333,135.9833,74.3,97,100,20.98,JP,1685673564
391,baidoa,3.1138,43.6498,69.42,98,45,8.55,SO,1685673564
392,jayapura,-2.5333,140.7,88.99,87,100,8.16,ID,1685673564
393,palikir - national government center,6.9248,158.1611,83.25,79,100,3.44,FM,1685673565
394,slave lake,55.2834,-114.769,60.78,55,40,5.75,CA,1685673565
395,alamosa,37.4695,-105.87,51.78,58,20,8.05,US,1685673565
396,quthing,-30.4,27.7003,38.95,76,22,2.1,LS,1685673566
397,taupo,-38.6833,176.0833,55.65,77,64,14.2,NZ,1685673566
398,eirunepe,-6.6603,-69.8736,72.54,98,99,1.66,BR,1685673342
399,zaragoza,41.6561,-0.8773,63.05,75,75,6.91,ES,1685673355
400,broken hill,-31.95,141.4333,70.2,35,100,11.86,AU,1685673567
401,katsuura,35.1333,140.3,73.42,95,100,26.64,JP,1685673272
402,sikonge,-5.6333,32.7667,61.77,79,6,2.62,TZ,1685673567
403,shenjiamen,29.9576,122.298,72.72,80,7,13.65,CN,1685673567
404,igbor,7.4527,8.6098,76.57,85,100,7.47,NG,1685673568
405,colombelles,49.2049,-0.2957,53.94,82,100,5.75,FR,1685673568
406,enoch,37.7733,-113.0244,62.85,44,0,5.75,US,1685673569
407,al kharj,24.155,47.3346,86.58,26,77,7.72,SA,1685673569
408,moundou,8.5667,16.0833,77.94,67,90,4.56,TD,1685673569
409,qaqortoq,60.7167,-46.0333,40.24,99,100,10.94,GL,1685673570
410,maksatikha,57.797,35.8825,45.05,64,19,1.88,RU,1685673570
411,alcantara,-2.4089,-44.4147,79.0,86,2,4.76,BR,1685673570
412,zheshart,62.0731,49.5733,56.75,67,57,8.19,RU,1685673570
413,paita,-5.0892,-81.1144,73.89,84,23,8.39,PE,1685673571
414,goure,13.9835,10.2704,87.69,34,100,6.02,NE,1685673571
415,pacific grove,36.6177,-121.9166,60.21,83,100,9.22,US,1685673571
416,ad dilam,23.9915,47.1627,86.41,27,81,4.23,SA,1685673572
417,rongelap,11.1635,166.8941,81.27,82,100,19.3,MH,1685673572
418,baise city,23.8997,106.6133,93.34,99,92,3.0,CN,1685673572
419,nar'yan-mar,67.6713,53.087,54.5,67,51,9.6,RU,1685673573
420,wynyard,-41.0,145.7167,54.41,57,100,6.33,AU,1685673573
421,long beach,33.767,-118.1892,66.33,80,100,11.5,US,1685673573
422,al ghayzah,16.2079,52.176,84.16,75,10,5.77,YE,1685673573
423,sarangani,5.4033,125.4636,84.34,77,94,8.16,PH,1685673574
424,bayanga,7.5214,124.2522,84.2,60,100,5.46,PH,1685673574
425,howard springs,-12.497,131.047,86.83,42,81,3.02,AU,1685673574
426,vilyuysk,63.7553,121.6247,65.77,28,0,5.14,RU,1685673575
427,elko,41.0002,-115.5012,53.62,84,53,7.0,US,1685673575
428,mar del plata,-38.0023,-57.5575,54.95,77,0,1.01,AR,1685673406
429,san julian,21.0167,-102.1667,74.68,30,2,16.58,MX,1685673575
430,quibala,-10.7337,14.98,61.43,94,1,2.06,AO,1685673576
431,agua dulce,18.1333,-94.1333,80.38,83,0,7.96,MX,1685673576
432,nema,57.5067,50.5011,57.87,78,18,3.65,RU,1685673576
433,vilyuchinsk,52.9306,158.4028,50.27,93,100,4.12,RU,1685673577
434,alice springs,-23.7,133.8833,76.55,18,0,9.22,AU,1685673577
435,tsiombe,-25.3,45.4833,63.3,81,0,5.39,MG,1685673577
436,fort bragg,35.139,-79.006,70.38,90,75,4.61,US,1685673578
437,bereeda,11.8704,51.0579,85.91,71,33,3.06,SO,1685673578
438,oranjemund,-28.55,16.4333,54.55,71,60,8.61,NA,1685673578
439,ovruch,51.3246,28.8035,54.45,85,9,6.42,UA,1685673578
440,kone,-21.0595,164.8658,78.24,66,80,8.03,NC,1685673579
441,senador jose porfirio,-2.5908,-51.9542,78.48,79,94,1.19,BR,1685673579
442,madang,-5.2246,145.7966,83.59,77,100,9.44,PG,1685673580
443,nhamunda,-2.1861,-56.7131,75.87,85,32,2.84,BR,1685673580
444,blackwater,-23.5833,148.8833,77.02,38,0,8.61,AU,1685673580
445,knokke-heist,51.3333,3.3333,52.25,58,90,14.72,BE,1685673580
446,valparaiso,-33.0393,-71.6273,59.0,69,75,3.44,CL,1685673399
447,malvan,16.0667,73.4667,85.05,71,50,9.01,IN,1685673581
448,kadipur,26.1667,82.3833,96.46,22,0,8.9,IN,1685673581
449,chinde,26.8418,88.0763,79.54,33,0,4.88,NP,1685673582
450,homer,59.6425,-151.5483,53.49,52,75,13.0,US,1685673582
451,lamu,-2.2717,40.902,75.42,82,5,9.26,KE,1685673582
452,ati,13.2154,18.3353,90.95,38,95,8.46,TD,1685673582
453,fenghuang,27.9356,109.5996,74.68,81,99,1.57,CN,1685673583
454,vila franca do campo,37.7167,-25.4333,63.01,90,61,3.27,PT,1685673583
455,horta,38.5333,-28.6333,66.02,83,45,10.0,PT,1685673583
456,voinesti,47.0667,27.4167,60.67,75,11,4.56,RO,1685673584
457,cavalaire-sur-mer,43.174,6.5272,62.42,89,31,3.62,FR,1685673584
458,yako,12.9667,-2.2667,86.9,53,89,12.59,BF,1685673584
459,zaoyang,32.1272,112.7542,76.77,61,100,8.16,CN,1685673584
460,nemuro,43.3236,145.575,53.53,93,100,22.7,JP,1685673585
461,wuwei,37.9281,102.6414,58.1,66,100,2.3,CN,1685673585
462,waynesboro,38.0685,-78.8895,65.59,78,0,0.0,US,1685673586
463,sur,22.5667,59.5289,91.36,47,0,11.23,OM,1685673587
464,sim,54.993,57.6982,65.1,93,100,2.98,RU,1685673587
465,santa ana,33.7456,-117.8678,66.87,77,75,6.91,US,1685673587
466,okap,19.7578,-72.2042,77.31,91,100,6.15,HT,1685673587
467,nam som,17.7704,102.1895,87.1,46,90,3.74,TH,1685673506
468,tarauaca,-8.1614,-70.7656,71.29,96,18,1.83,BR,1685673588
469,zarate,-34.0981,-59.0286,64.96,10,100,6.93,AR,1685673588
470,grand-bassam,5.2118,-3.7388,76.96,87,100,5.3,CI,1685673589
471,zhongxiang,31.1661,112.5831,76.59,73,100,5.5,CN,1685673589
472,labytnangi,66.6572,66.4183,59.7,69,64,15.95,RU,1685673589
473,pesqueira,-8.3578,-36.6964,65.82,99,14,3.38,BR,1685673589
474,thinadhoo,0.5333,72.9333,83.28,72,97,7.43,MV,1685673590
475,egilsstadir,65.2653,-14.3948,53.51,66,0,2.3,IS,1685673590
476,shurugwi,-19.6702,30.0059,59.23,63,65,2.28,ZW,1685673590
477,broome,42.2506,-75.833,69.42,70,0,2.24,US,1685673590
478,kirakira,-10.4544,161.9205,85.08,74,100,8.55,SB,1685673591
479,leava,-14.3,-178.1667,83.34,70,95,16.49,WF,1685673591
480,carutapera,-1.195,-46.02,76.39,89,0,4.52,BR,1685673592
481,aboisso,5.4678,-3.2071,75.43,96,98,2.91,CI,1685673597
482,la passe,45.5549,-0.8967,64.63,87,16,7.14,FR,1685673597
483,summit,41.1167,-81.5332,71.55,64,0,5.08,US,1685673597
484,laguna,38.421,-121.4238,79.39,52,0,12.66,US,1685673598
485,kailua-kona,19.6406,-155.9956,80.56,88,100,9.22,US,1685673355
486,itoman,26.1247,127.6694,79.18,94,75,34.52,JP,1685673598
487,san antonio de pale,-1.4014,5.6325,78.84,88,51,12.08,GQ,1685673598
488,saint-pierre,-21.3393,55.4781,67.68,60,0,10.36,RE,1685673599
489,itabuna,-14.7856,-39.2803,69.21,99,100,1.01,BR,1685673599
490,la malbaie,47.6575,-70.1559,67.05,80,91,2.98,CA,1685673375
491,gilgit,35.9221,74.3087,60.49,87,100,3.04,PK,1685673599
492,lodja,-3.4833,23.4333,69.08,65,60,1.66,CD,1685673600
493,ca mau,9.1769,105.15,91.31,55,72,11.05,VN,1685673600
494,cannonvale,-20.2833,148.7,72.79,63,96,11.56,AU,1685673600
495,lijiang,26.8688,100.2207,77.45,36,10,4.74,CN,1685673601
496,karukh,34.4811,62.5863,75.02,16,7,7.81,AF,1685673601
497,worland,44.0169,-107.9554,59.67,82,100,11.5,US,1685673602
498,newman,37.3138,-121.0208,82.74,51,0,8.41,US,1685673603
499,lukhovitsy,54.9728,39.0361,55.58,78,67,4.12,RU,1685673603
500,cody,44.5263,-109.0565,66.92,50,0,5.75,US,1685673603
501,kennett,36.2362,-90.0556,79.03,64,0,1.99,US,1685673604
502,glendive,47.1053,-104.7125,78.42,65,0,4.61,US,1685673604
503,montana,43.4125,23.225,59.38,83,78,2.95,BG,1685673306
504,kununurra,-15.7667,128.7333,82.38,32,27,6.91,AU,1685673490
505,carrigaline,51.8117,-8.3986,53.35,82,20,4.61,IE,1685673605
506,kashgar,39.4547,75.9797,70.81,26,20,8.95,CN,1685673605
507,nagqu,31.5,92.0,53.4,35,37,11.21,CN,1685673606
508,pecos,31.4229,-103.4932,87.3,47,0,18.41,US,1685673606
509,nkongsamba,4.9547,9.9404,66.58,97,99,0.78,CM,1685673606
510,mayahi,13.9553,7.6712,86.47,43,100,9.08,NE,1685673607
511,ghazni,33.5536,68.4269,63.36,25,6,5.06,AF,1685673607
512,chonchi,-42.6128,-73.8092,52.81,81,33,12.59,CL,1685673607
513,sisimiut,66.9395,-53.6735,30.07,92,100,9.31,GL,1685673608
514,baranchinskiy,58.1617,59.6991,63.46,64,100,1.32,RU,1685673608
515,luderitz,-26.6481,15.1594,52.84,74,89,6.69,NA,1685673608
516,kismayo,-0.3582,42.5454,78.6,82,11,9.24,SO,1685673609
517,sinabang,2.4803,96.3801,84.31,72,81,4.65,ID,1685673609
518,el jadid,33.2549,-8.506,67.19,79,76,0.94,MA,1685673610
519,kiunga,-6.1219,141.2906,85.17,69,83,2.17,PG,1685673610
520,aswan,24.0934,32.907,88.9,19,0,3.44,EG,1685673610
521,randfontein,-26.1844,27.702,43.7,50,0,1.86,ZA,1685673611
522,mhamid,29.82,-5.72,73.02,24,0,6.35,MA,1685673611
523,quellon,-43.1167,-73.6167,50.25,87,75,14.97,CL,1685673611
524,bamna,23.0833,74.7667,86.38,49,0,14.34,IN,1685673612
525,prince george,53.9166,-122.753,65.64,25,0,8.05,CA,1685673612
526,termas de rio hondo,-27.4998,-64.8604,65.39,79,9,11.97,AR,1685673612
527,messaad,34.1543,3.5031,67.53,45,99,1.97,DZ,1685673612
528,tortoli,39.9256,9.6572,60.62,77,0,12.66,IT,1685673613
529,mareeba,-17.0,145.4333,81.45,58,100,6.53,AU,1685673613
530,ouadda,8.0777,22.4007,67.23,92,85,3.18,CF,1685673613
531,ulsteinvik,62.3432,5.8487,44.76,81,12,5.01,NO,1685673614
532,adrar,20.5022,-10.0711,77.79,19,99,10.22,MR,1685673614
533,kelapa sawit,1.6698,103.5327,90.21,69,20,3.44,MY,1685673614
534,aykhal,66.0,111.5,60.03,27,34,17.27,RU,1685673615
535,puerto lleras,3.0223,-73.4044,71.44,99,96,2.26,CO,1685673615
536,mancio lima,-7.6142,-72.8958,72.81,89,51,0.47,BR,1685673615
537,pisco,-13.7,-76.2167,68.05,77,0,8.05,PE,1685673616
538,victoria point,-27.5833,153.3,76.8,65,0,5.99,AU,1685673616
539,aleksandrovskoye,44.7142,43.0008,61.79,87,1,1.12,RU,1685673616
540,malango,-2.9627,119.9001,82.96,57,29,4.43,ID,1685673617
541,martapura,-3.4167,114.85,86.09,70,20,2.3,ID,1685673617
542,ginir,7.1333,40.7,55.81,86,72,2.89,ET,1685673622
543,ancud,-41.8697,-73.8203,52.12,80,53,24.83,CL,1685673627
544,kichmengskiy gorodok,59.9816,45.7854,55.47,71,72,6.8,RU,1685673628
545,ivdel',60.6911,60.4206,63.48,53,23,5.88,RU,1685673628
546,mikuni,36.2171,136.1519,69.71,97,100,12.26,JP,1685673628
547,puerto lempira,15.2667,-83.7667,77.99,89,68,6.6,HN,1685673629
548,troitsko-pechorsk,62.7084,56.1964,55.9,76,1,7.29,RU,1685673629
549,es castell,39.8795,4.2854,63.28,94,0,4.61,ES,1685673629
550,zag,46.9441,99.165,46.45,52,84,6.49,MN,1685673630
551,sorong,-0.8833,131.25,85.93,70,72,5.23,ID,1685673630
552,gunjur,13.2019,-16.7339,77.07,88,40,5.75,GM,1685673630
553,zeya,53.75,127.2667,59.65,59,100,9.13,RU,1685673631
554,kirensk,57.7853,108.1119,69.67,35,63,2.1,RU,1685673631
555,inyonga,-6.7167,32.0667,62.51,76,15,4.65,TZ,1685673631
556,saugor,23.8333,78.7167,91.4,30,0,12.55,IN,1685673632
557,guacamayas,18.0167,-102.2167,78.82,72,3,4.7,MX,1685673632
